"Report_Name"	"Title Master Report"
"Report_ID"	"TR"
"Release"	"5"
"Institution_Name"	"Stanford University"
"Institution_ID"	"rsc:2472"
"Metric_Types"	"Searches_Automated; Searches_Federated; Searches_Regular; Total_Item_Investigations; Total_Item_Requests; Unique_Item_Investigations; Unique_Title_Investigations; Limit_Exceeded; No_License"
"Report_Filters"	""
"Report_Attributes"	"Attributes_To_Show=YOP|Data_Type|Access_Type|Access_Method"
"Exceptions"	""
"Reporting_Period"	"Begin_Date=2018-01-01; End_Date=2018-06-30"
"Created"	"2018-08-22"
"Created_By"	"MPS"

"Title"	"Publisher"	"Publisher_ID"	"Platform"	"DOI"	"Proprietary_ID"	"ISBN"	"Print_ISSN"	"Online_ISSN"	"URI"	"Data_Type"	"Section_Type"	"YOP"	"Access_Type"	"Access_Method"	"Metric_Type"	"Reporting_Period_Total"	"Jan-2018"	"Feb-2018"	"Mar-2018"	"Apr-2018"	"May-2018"	"Jun-2018"
"Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-548X/1996"	""	""	"1359-7345"	"1364-548X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"983"	"0"	"0"	"0"	"0"	"0"	"983"
"Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-548X/1996"	""	""	"1359-7345"	"1364-548X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"1401"	"0"	"0"	"0"	"0"	"0"	"1401"
"Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-548X/1996"	""	""	"1359-7345"	"1364-548X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"764"	"0"	"0"	"0"	"0"	"0"	"764"
"Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-548X/1996"	""	""	"1359-7345"	"1364-548X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"1130"	"0"	"0"	"0"	"0"	"0"	"1130"
"Chemical Communications"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-548X/1996"	""	""	"1359-7345"	"1364-548X"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"621"	"0"	"0"	"0"	"0"	"0"	"621"
"CrystEngComm"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1466-8033/1999"	""	""	""	"1466-8033"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"112"	"0"	"0"	"0"	"0"	"0"	"112"
"CrystEngComm"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1466-8033/1999"	""	""	""	"1466-8033"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"73"	"0"	"0"	"0"	"0"	"0"	"73"
"CrystEngComm"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1466-8033/1999"	""	""	""	"1466-8033"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"89"	"0"	"0"	"0"	"0"	"0"	"89"
"CrystEngComm"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1466-8033/1999"	""	""	""	"1466-8033"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"53"	"0"	"0"	"0"	"0"	"0"	"53"
"CrystEngComm"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1466-8033/1999"	""	""	""	"1466-8033"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"75"	"0"	"0"	"0"	"0"	"0"	"75"
"CrystEngComm"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1466-8033/1999"	""	""	""	"1466-8033"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"47"	"0"	"0"	"0"	"0"	"0"	"47"
"Contemporary Organic Synthesis"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"1350-4894"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Contemporary Organic Synthesis"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"1350-4894"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Contemporary Organic Synthesis"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"1350-4894"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Contemporary Organic Synthesis"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"1350-4894"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Contemporary Organic Synthesis"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"1350-4894"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Contemporary Organic Synthesis"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"1350-4894"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Physical Chemistry Chemical Physics"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1463-9084/1999"	""	""	"1463-9076"	"1463-9084"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"1449"	"0"	"0"	"0"	"0"	"0"	"1449"
"Physical Chemistry Chemical Physics"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1463-9084/1999"	""	""	"1463-9076"	"1463-9084"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"1003"	"0"	"0"	"0"	"0"	"0"	"1003"
"Physical Chemistry Chemical Physics"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1463-9084/1999"	""	""	"1463-9076"	"1463-9084"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"1117"	"0"	"0"	"0"	"0"	"0"	"1117"
"Physical Chemistry Chemical Physics"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1463-9084/1999"	""	""	"1463-9076"	"1463-9084"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"738"	"0"	"0"	"0"	"0"	"0"	"738"
"Physical Chemistry Chemical Physics"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1463-9084/1999"	""	""	"1463-9076"	"1463-9084"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"936"	"0"	"0"	"0"	"0"	"0"	"936"
"Physical Chemistry Chemical Physics"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1463-9084/1999"	""	""	"1463-9076"	"1463-9084"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"633"	"0"	"0"	"0"	"0"	"0"	"633"
"Chemical Society Reviews"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1460-4744/1972"	""	""	"0306-0012"	"1460-4744"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"1080"	"0"	"0"	"0"	"0"	"0"	"1080"
"Chemical Society Reviews"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1460-4744/1972"	""	""	"0306-0012"	"1460-4744"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"730"	"0"	"0"	"0"	"0"	"0"	"730"
"Chemical Society Reviews"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1460-4744/1972"	""	""	"0306-0012"	"1460-4744"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"828"	"0"	"0"	"0"	"0"	"0"	"828"
"Chemical Society Reviews"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1460-4744/1972"	""	""	"0306-0012"	"1460-4744"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"542"	"0"	"0"	"0"	"0"	"0"	"542"
"Chemical Society Reviews"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1460-4744/1972"	""	""	"0306-0012"	"1460-4744"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"708"	"0"	"0"	"0"	"0"	"0"	"708"
"Chemical Society Reviews"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1460-4744/1972"	""	""	"0306-0012"	"1460-4744"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"477"	"0"	"0"	"0"	"0"	"0"	"477"
"Journal of the Chemical Society, Transactions"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0368-1645"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"Journal of the Chemical Society, Transactions"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0368-1645"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Journal of the Chemical Society, Transactions"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0368-1645"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"Journal of the Chemical Society, Transactions"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0368-1645"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Journal of the Chemical Society, Transactions"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0368-1645"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"2"	"0"	"0"	"0"	"0"	"0"	"2"
"Journal of the Chemical Society, Transactions"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0368-1645"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"1"	"0"	"0"	"0"	"0"	"0"	"1"
"Catalysis Science & Technology"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2044-4761/2011"	""	""	"2044-4753"	"2044-4761"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"209"	"0"	"0"	"0"	"0"	"0"	"209"
"Catalysis Science & Technology"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2044-4761/2011"	""	""	"2044-4753"	"2044-4761"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"118"	"0"	"0"	"0"	"0"	"0"	"118"
"Catalysis Science & Technology"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2044-4761/2011"	""	""	"2044-4753"	"2044-4761"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"161"	"0"	"0"	"0"	"0"	"0"	"161"
"Catalysis Science & Technology"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2044-4761/2011"	""	""	"2044-4753"	"2044-4761"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"85"	"0"	"0"	"0"	"0"	"0"	"85"
"Catalysis Science & Technology"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2044-4761/2011"	""	""	"2044-4753"	"2044-4761"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"123"	"0"	"0"	"0"	"0"	"0"	"123"
"Catalysis Science & Technology"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2044-4761/2011"	""	""	"2044-4753"	"2044-4761"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"61"	"0"	"0"	"0"	"0"	"0"	"61"
"Faraday Discussions of the Chemical Society"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0301-7249"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"4"	"0"	"0"	"0"	"0"	"0"	"4"
"Faraday Discussions of the Chemical Society"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0301-7249"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"3"	"0"	"0"	"0"	"0"	"0"	"3"
"Faraday Discussions of the Chemical Society"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0301-7249"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"4"	"0"	"0"	"0"	"0"	"0"	"4"
"Faraday Discussions of the Chemical Society"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0301-7249"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"3"	"0"	"0"	"0"	"0"	"0"	"3"
"Faraday Discussions of the Chemical Society"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0301-7249"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"4"	"0"	"0"	"0"	"0"	"0"	"4"
"Faraday Discussions of the Chemical Society"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0301-7249"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"3"	"0"	"0"	"0"	"0"	"0"	"3"
"Discussions of the Faraday Society"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0366-9033"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"13"	"0"	"0"	"0"	"0"	"0"	"13"
"Discussions of the Faraday Society"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0366-9033"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"13"	"0"	"0"	"0"	"0"	"0"	"13"
"Discussions of the Faraday Society"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0366-9033"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"13"	"0"	"0"	"0"	"0"	"0"	"13"
"Discussions of the Faraday Society"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0366-9033"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"13"	"0"	"0"	"0"	"0"	"0"	"13"
"Discussions of the Faraday Society"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0366-9033"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"12"	"0"	"0"	"0"	"0"	"0"	"12"
"Discussions of the Faraday Society"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0366-9033"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"12"	"0"	"0"	"0"	"0"	"0"	"12"
"Dalton Transactions"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1477-9234/2003"	""	""	"1477-9226"	"1477-9234"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"438"	"0"	"0"	"0"	"0"	"0"	"438"
"Dalton Transactions"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1477-9234/2003"	""	""	"1477-9226"	"1477-9234"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"241"	"0"	"0"	"0"	"0"	"0"	"241"
"Dalton Transactions"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1477-9234/2003"	""	""	"1477-9226"	"1477-9234"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"364"	"0"	"0"	"0"	"0"	"0"	"364"
"Dalton Transactions"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1477-9234/2003"	""	""	"1477-9226"	"1477-9234"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"200"	"0"	"0"	"0"	"0"	"0"	"200"
"Dalton Transactions"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1477-9234/2003"	""	""	"1477-9226"	"1477-9234"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"271"	"0"	"0"	"0"	"0"	"0"	"271"
"Dalton Transactions"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1477-9234/2003"	""	""	"1477-9226"	"1477-9234"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"148"	"0"	"0"	"0"	"0"	"0"	"148"
"Energy & Environmental Science"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1754-5706/2008"	""	""	"1754-5692"	"1754-5706"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"2124"	"0"	"0"	"0"	"0"	"0"	"2124"
"Energy & Environmental Science"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1754-5706/2008"	""	""	"1754-5692"	"1754-5706"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"1189"	"0"	"0"	"0"	"0"	"0"	"1189"
"Energy & Environmental Science"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1754-5706/2008"	""	""	"1754-5692"	"1754-5706"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"1659"	"0"	"0"	"0"	"0"	"0"	"1659"
"Energy & Environmental Science"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1754-5706/2008"	""	""	"1754-5692"	"1754-5706"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"888"	"0"	"0"	"0"	"0"	"0"	"888"
"Energy & Environmental Science"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1754-5706/2008"	""	""	"1754-5692"	"1754-5706"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"1339"	"0"	"0"	"0"	"0"	"0"	"1339"
"Energy & Environmental Science"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1754-5706/2008"	""	""	"1754-5692"	"1754-5706"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"712"	"0"	"0"	"0"	"0"	"0"	"712"
"Environmental Science: Processes & Impacts (previously Journal of Environmental Monitoring)"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2050-7895/2013"	""	""	"2050-7887"	"2050-7895"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"40"	"0"	"0"	"0"	"0"	"0"	"40"
"Environmental Science: Processes & Impacts (previously Journal of Environmental Monitoring)"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2050-7895/2013"	""	""	"2050-7887"	"2050-7895"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"25"	"0"	"0"	"0"	"0"	"0"	"25"
"Environmental Science: Processes & Impacts (previously Journal of Environmental Monitoring)"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2050-7895/2013"	""	""	"2050-7887"	"2050-7895"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"33"	"0"	"0"	"0"	"0"	"0"	"33"
"Environmental Science: Processes & Impacts (previously Journal of Environmental Monitoring)"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2050-7895/2013"	""	""	"2050-7887"	"2050-7895"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"19"	"0"	"0"	"0"	"0"	"0"	"19"
"Environmental Science: Processes & Impacts (previously Journal of Environmental Monitoring)"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2050-7895/2013"	""	""	"2050-7887"	"2050-7895"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"33"	"0"	"0"	"0"	"0"	"0"	"33"
"Environmental Science: Processes & Impacts (previously Journal of Environmental Monitoring)"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2050-7895/2013"	""	""	"2050-7887"	"2050-7895"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"19"	"0"	"0"	"0"	"0"	"0"	"19"
"Environmental Science: Nano"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2051-8161/2014"	""	""	"2051-8153"	"2051-8161"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"26"	"0"	"0"	"0"	"0"	"0"	"26"
"Environmental Science: Nano"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2051-8161/2014"	""	""	"2051-8153"	"2051-8161"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"16"	"0"	"0"	"0"	"0"	"0"	"16"
"Environmental Science: Nano"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2051-8161/2014"	""	""	"2051-8153"	"2051-8161"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"25"	"0"	"0"	"0"	"0"	"0"	"25"
"Environmental Science: Nano"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2051-8161/2014"	""	""	"2051-8153"	"2051-8161"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"15"	"0"	"0"	"0"	"0"	"0"	"15"
"Environmental Science: Nano"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2051-8161/2014"	""	""	"2051-8153"	"2051-8161"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"24"	"0"	"0"	"0"	"0"	"0"	"24"
"Environmental Science: Nano"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2051-8161/2014"	""	""	"2051-8153"	"2051-8161"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"14"	"0"	"0"	"0"	"0"	"0"	"14"
"Environmental Science: Water Research & Technology"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2053-1419/2015"	""	""	"2053-1400"	"2053-1419"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"50"	"0"	"0"	"0"	"0"	"0"	"50"
"Environmental Science: Water Research & Technology"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2053-1419/2015"	""	""	"2053-1400"	"2053-1419"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"30"	"0"	"0"	"0"	"0"	"0"	"30"
"Environmental Science: Water Research & Technology"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2053-1419/2015"	""	""	"2053-1400"	"2053-1419"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"48"	"0"	"0"	"0"	"0"	"0"	"48"
"Environmental Science: Water Research & Technology"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2053-1419/2015"	""	""	"2053-1400"	"2053-1419"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"28"	"0"	"0"	"0"	"0"	"0"	"28"
"Environmental Science: Water Research & Technology"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2053-1419/2015"	""	""	"2053-1400"	"2053-1419"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"44"	"0"	"0"	"0"	"0"	"0"	"44"
"Environmental Science: Water Research & Technology"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/2053-1419/2015"	""	""	"2053-1400"	"2053-1419"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"27"	"0"	"0"	"0"	"0"	"0"	"27"
"Journal of the Chemical Society, Faraday Transactions 1"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0300-9599"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"15"	"0"	"0"	"0"	"0"	"0"	"15"
"Journal of the Chemical Society, Faraday Transactions 1"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0300-9599"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"15"	"0"	"0"	"0"	"0"	"0"	"15"
"Journal of the Chemical Society, Faraday Transactions 1"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0300-9599"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"12"	"0"	"0"	"0"	"0"	"0"	"12"
"Journal of the Chemical Society, Faraday Transactions 1"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0300-9599"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"12"	"0"	"0"	"0"	"0"	"0"	"12"
"Journal of the Chemical Society, Faraday Transactions 1"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0300-9599"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"12"	"0"	"0"	"0"	"0"	"0"	"12"
"Journal of the Chemical Society, Faraday Transactions 1"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0300-9599"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"12"	"0"	"0"	"0"	"0"	"0"	"12"
"Journal of the Chemical Society, Faraday Transactions 2"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0300-9238"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"9"	"0"	"0"	"0"	"0"	"0"	"9"
"Journal of the Chemical Society, Faraday Transactions 2"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0300-9238"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"9"	"0"	"0"	"0"	"0"	"0"	"9"
"Journal of the Chemical Society, Faraday Transactions 2"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0300-9238"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"9"	"0"	"0"	"0"	"0"	"0"	"9"
"Journal of the Chemical Society, Faraday Transactions 2"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0300-9238"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"9"	"0"	"0"	"0"	"0"	"0"	"9"
"Journal of the Chemical Society, Faraday Transactions 2"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0300-9238"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Investigations"	"9"	"0"	"0"	"0"	"0"	"0"	"9"
"Journal of the Chemical Society, Faraday Transactions 2"	"Royal Society of Chemistry"	""	"rsc.org"	""	""	""	""	"0300-9238"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Title_Requests"	"9"	"0"	"0"	"0"	"0"	"0"	"9"
"Faraday Discussions"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-5498/1991"	""	""	"1359-6640"	"1364-5498"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Investigations"	"224"	"0"	"0"	"0"	"0"	"0"	"224"
"Faraday Discussions"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-5498/1991"	""	""	"1359-6640"	"1364-5498"	""	"Journal"	""	""	"Controlled"	"Regular"	"Total_Item_Requests"	"127"	"0"	"0"	"0"	"0"	"0"	"127"
"Faraday Discussions"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-5498/1991"	""	""	"1359-6640"	"1364-5498"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Investigations"	"179"	"0"	"0"	"0"	"0"	"0"	"179"
"Faraday Discussions"	"Royal Society of Chemistry"	""	"rsc.org"	"10.1039/1364-5498/1991"	""	""	"1359-6640"	"1364-5498"	""	"Journal"	""	""	"Controlled"	"Regular"	"Unique_Item_Requests"	"100"	"0"	"0"	"0"	"0"	"0"	"100"
